ticker
AAPL
MSFT
GOOG
AMZN
BRK-B
TSLA
NVDA
V
XOM
UNH
JNJ
JPM
META
WMT
MA
CVX
PG
LLY
HD
BAC
MRK
KO
ABBV
AVGO
PFE
ORCL
PEP
TMO
COST
DIS
MCD
CSCO
NKE
DHR
ABT
TMUS
WFC
CMCSA
VZ
ADBE
CRM
MS
PM
NFLX
TXN
UPS
BMY
COP
NEE
QCOM
RTX
T
HON
SCHW
CAT
AMGN
AXP
BA
SBUX
UNP
DE
LOW
SPGI
AMD
IBM
PLD
INTU
GS
ELV
LMT
INTC
CVS
BLK
GILD
AMT
C
EL
SYK
BKNG
AMAT
TJX
CI
PYPL
NOW
ADP
GE
MDLZ
ISRG
ADI
MMC
VRTX
SLB
REGN
MO
EOG
PGR
DUK
TGT
ZTS
USB
SO
ABNB
MRNA
HCA
BDX
ITW
APD
MU
BX
FISV
EQIX
NOC
BSX
PNC
LRCX
TFC
FCX
MMM
CCI
CSX
CME
WM
GD
KKR
MPC
HUM
UBER
OXY
ICE
CHTR
ATVI
CL
SHW
MCO
EPD
SCCO
KLAC
MET
PXD
VLO
MAR
NSC
SNPS
GM
MCK
MNST
F
VMW
DG
PSA
EMR
D
PSX
SNOW
SRE
CDNS
SQ
KDP
KHC
EW
PANW
ORLY
HES
SPG
FDX
AEP
AIG
APH
A
ROP
GIS
ADM
WDAY
CTVA
ADSK
AFL
O
LVS
HSY
COF
CMG
FIS
AZO
CTAS
TRV
KMB
ECL
NUE
MCHP
DVN
IQV
CNC
MSI
APO
NEM
STZ
KMI
DXCM
BIIB
MSCI
DOW
EXC
ET
FTNT
ROST
AJG
PH
PAYX
BK
LHX
IDXX
SYY
HLT
RSG
ANET
TDG
PCAR
WMB
PRU
MRVL
XEL
LNG
ODFL
HAL
DD
CARR
AMP
YUM
WBD
EA
WELL
VICI
CMI
MPLX
MTD
PCG
ALL
OTIS
CTSH
WCN
ED
ILMN
DLTR
ABC
DHI
AME
ALB
RMD
ROK
DLR
IBKR
GFS
KR
WBA
BF-A
CPRT
ON
BKR
STT
KEYS
CSGP
DFS
SBAC
GLW
LYB
OKE
GPN
PEG
URI
PPG
NDAQ
WEC
GWW
DELL
HPQ
LEN
FAST
ENPH
AWK
IFF
ALNY
CEG
ES
VRSK
FANG
EFX
VEEV
CBRE
CQP
EBAY
ZBH
ARE
EIX
MTB
IT
